condition,operation,value,accuracy,auroc,f1,count,threshold,auroc_logits,tp,tn,fp,fn,ai_recall,real_recall,precision,false_positive_rate,balanced_accuracy
resize_0.25x,resize,0.25,0.9144570479011632,0.9833236472243541,0.9283466473008957,13841,0.1,0.983323647224354,7670,4987,11,1173,0.8673527083568925,0.9977991196478592,0.9985678948053639,0.0022008803521408565,0.9325759140023758
resize_0.25x,resize,0.25,0.9161910266599235,0.9833236472243541,0.9299008943678995,13841,0.01,0.983323647224354,7694,4987,11,1149,0.8700667194391044,0.9977991196478592,0.9985723556132382,0.0022008803521408565,0.9339329195434818
resize_0.25x,resize,0.25,0.9174192616140452,0.9833236472243541,0.9310573617226612,13841,0.001,0.983323647224354,7718,4980,18,1125,0.8727807305213163,0.9963985594237695,0.9976732161323681,0.003601440576230492,0.9345896449725429
resize_0.25x,resize,0.25,0.9240661801892927,0.9833236472243541,0.9370922367869755,13841,0.0001,0.983323647224354,7828,4962,36,1015,0.8852199479814542,0.992797118847539,0.9954221770091557,0.007202881152460984,0.9390085334144966
resize_0.25x,resize,0.25,0.9329528213279388,0.9833236472243541,0.9453732046150224,13841,1e-05,0.983323647224354,8030,4883,115,813,0.9080628745900713,0.9769907963185274,0.9858809085328423,0.02300920368147259,0.9425268354542993
resize_0.25x,resize,0.25,0.9386605014088577,0.9833236472243541,0.9508708986748452,13841,5e-06,0.983323647224354,8216,4776,222,627,0.9290964604772136,0.9555822328931572,0.9736904479734534,0.04441776710684274,0.9423393466851855
resize_0.25x,resize,0.25,0.7815909255111625,0.9833236472243541,0.8534729290872958,13841,1e-06,0.983323647224354,8804,2014,2984,39,0.9955897319914057,0.40296118447378954,0.7468612147947065,0.5970388155262105,0.6992754582325976
resize_0.25x,resize,0.25,0.6388989234881872,0.9833236472243541,0.7796684888026802,13841,1e-08,0.983323647224354,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
resize_0.25x,resize,0.25,0.6388989234881872,0.9833236472243541,0.7796684888026802,13841,1e-10,0.983323647224354,8843,0,4998,0,1.0,0.0,0.6388989234881872,1.0,0.5
noise_sigma0.02,noise,0.02,0.7960407485008308,0.9952209991765563,0.8101419059788822,13841,0.5,0.9952209991765563,6023,4995,3,2820,0.6811036978400995,0.9993997599039616,0.9995021573182874,0.0006002400960384153,0.8402517288720306
noise_sigma0.02,noise,0.02,0.7991474604436095,0.9952209991765563,0.8135729613733905,13841,0.3,0.9952209991765563,6066,4995,3,2777,0.6859663010290625,0.9993997599039616,0.9995056846267919,0.0006002400960384153,0.842683030466512
noise_sigma0.02,noise,0.02,0.8059388772487537,0.9952209991765563,0.821004931360789,13841,0.1,0.9952209991765563,6160,4995,3,2683,0.6965961777677259,0.9993997599039616,0.9995132240791822,0.0006002400960384153,0.8479979688358437
noise_sigma0.02,noise,0.02,0.8161982515714182,0.9952209991765563,0.832057037232638,13841,0.01,0.9952209991765563,6302,4995,3,2541,0.712654076670813,0.9993997599039616,0.9995241871530531,0.0006002400960384153,0.8560269182873873
